Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
23017,17-08-2022 19:00,17-08-2022 00:00,17-08-2022 12:50,Ahmedabad,327,Counterfeiting,11,F,Knife,Other Crime,10,Yes,25-09-2022 19:00
23018,18-08-2022 02:00,17-08-2022 01:00,17-08-2022 08:12,Ludhiana,315,Public Intoxication,54,F,Knife,Other Crime,3,Yes,22-08-2022 02:00
23019,19-08-2022 00:00,17-08-2022 02:00,17-08-2022 08:18,Jaipur,114,Shoplifting,72,X,None,Other Crime,13,No,
23020,18-08-2022 23:00,17-08-2022 03:00,17-08-2022 23:29,Mumbai,563,Fraud,21,X,Knife,Other Crime,11,No,
23021,18-08-2022 16:00,17-08-2022 04:00,17-08-2022 13:41,Kolkata,561,Illegal Possession,56,F,Poison,Other Crime,8,Yes,10-09-2022 16:00
23022,19-08-2022 20:00,17-08-2022 05:00,17-08-2022 13:00,Ghaziabad,509,Traffic Violation,10,X,Blunt Object,Traffic Fatality,14,No,
23023,17-08-2022 20:00,17-08-2022 06:00,17-08-2022 19:59,Bangalore,203,Drug Offense,59,F,Firearm,Other Crime,13,Yes,09-10-2022 20:00
23024,20-08-2022 00:00,17-08-2022 07:00,18-08-2022 02:00,Delhi,445,Arson,79,M,Firearm,Fire Accident,9,No,
23025,18-08-2022 01:00,17-08-2022 08:00,18-08-2022 02:00,Mumbai,197,Illegal Possession,25,F,Firearm,Other Crime,4,No,
23026,18-08-2022 16:00,17-08-2022 09:00,17-08-2022 23:10,Srinagar,103,Fraud,18,X,None,Other Crime,17,No,
23027,19-08-2022 13:00,17-08-2022 10:00,17-08-2022 18:16,Pune,456,Kidnapping,29,F,Explosives,Other Crime,18,No,
23028,18-08-2022 12:00,17-08-2022 11:00,18-08-2022 05:12,Bangalore,588,Vandalism,78,M,Blunt Object,Other Crime,19,No,
23029,18-08-2022 15:00,17-08-2022 12:00,17-08-2022 21:16,Pune,465,Arson,39,M,Firearm,Fire Accident,19,Yes,11-12-2022 15:00
23030,19-08-2022 12:00,17-08-2022 13:00,18-08-2022 00:36,Pune,450,Identity Theft,70,M,None,Violent Crime,11,Yes,11-07-2022 12:00
23031,19-08-2022 04:00,17-08-2022 14:00,18-08-2022 13:45,Ghaziabad,545,Homicide,68,F,Poison,Other Crime,10,No,
23032,18-08-2022 06:00,17-08-2022 15:00,18-08-2022 11:24,Bhopal,419,Traffic Violation,45,F,Blunt Object,Traffic Fatality,15,Yes,09-11-2022 06:00
23033,17-08-2022 19:00,17-08-2022 16:00,17-08-2022 17:04,Chennai,465,Firearm Offense,32,M,Explosives,Fire Accident,5,No,
23034,18-08-2022 08:00,17-08-2022 17:00,17-08-2022 17:27,Bangalore,237,Public Intoxication,22,F,Other,Other Crime,2,No,
23035,20-08-2022 17:00,17-08-2022 18:00,18-08-2022 06:13,Jaipur,370,Counterfeiting,65,F,None,Other Crime,17,No,
23036,18-08-2022 15:00,17-08-2022 19:00,18-08-2022 15:27,Mumbai,362,Traffic Violation,77,X,Blunt Object,Traffic Fatality,6,Yes,23-08-2022 15:00
23037,18-08-2022 17:00,17-08-2022 20:00,18-08-2022 03:42,Nagpur,476,Sexual Assault,59,M,None,Violent Crime,1,Yes,13-12-2023 17:00
23038,20-08-2022 19:00,17-08-2022 21:00,18-08-2022 18:37,Bangalore,174,Illegal Possession,27,X,Poison,Other Crime,6,Yes,10-06-2022 19:00
23039,18-08-2022 09:00,17-08-2022 22:00,18-08-2022 04:52,Bangalore,265,Extortion,72,F,None,Other Crime,8,Yes,11-09-2022 09:00
23040,19-08-2022 15:00,17-08-2022 23:00,18-08-2022 22:36,Faridabad,214,Vehicle - Stolen,53,M,Poison,Violent Crime,10,No,
23041,18-08-2022 22:00,18-08-2022 00:00,18-08-2022 08:14,Lucknow,581,Drug Offense,14,X,Knife,Other Crime,8,Yes,21-10-2022 22:00
23042,18-08-2022 21:00,18-08-2022 01:00,18-08-2022 22:13,Visakhapatnam,560,Illegal Possession,52,F,Firearm,Other Crime,17,No,
23043,19-08-2022 05:00,18-08-2022 02:00,18-08-2022 10:45,Ahmedabad,473,Public Intoxication,10,X,Firearm,Other Crime,5,Yes,09-09-2022 05:00
23044,18-08-2022 22:00,18-08-2022 03:00,18-08-2022 16:35,Bangalore,413,Illegal Possession,30,F,None,Other Crime,5,No,
23045,19-08-2022 02:00,18-08-2022 04:00,18-08-2022 09:49,Bangalore,180,Burglary,14,X,Other,Other Crime,14,No,
23046,18-08-2022 10:00,18-08-2022 05:00,18-08-2022 13:42,Hyderabad,205,Cybercrime,32,X,Firearm,Other Crime,12,Yes,25-10-2022 10:00
23047,20-08-2022 03:00,18-08-2022 06:00,18-08-2022 22:26,Ahmedabad,202,Vandalism,32,F,Blunt Object,Other Crime,13,No,
23048,19-08-2022 10:00,18-08-2022 07:00,18-08-2022 09:45,Delhi,489,Public Intoxication,15,X,Other,Other Crime,17,Yes,09-06-2022 10:00
23049,18-08-2022 17:00,18-08-2022 08:00,19-08-2022 04:33,Bhopal,196,Robbery,71,X,Other,Violent Crime,9,Yes,13-02-2023 17:00
23050,19-08-2022 02:00,18-08-2022 09:00,18-08-2022 18:00,Varanasi,407,Vehicle - Stolen,36,F,Firearm,Violent Crime,13,No,
23051,18-08-2022 19:00,18-08-2022 10:00,18-08-2022 12:32,Hyderabad,584,Cybercrime,55,X,None,Other Crime,15,No,
23052,20-08-2022 23:00,18-08-2022 11:00,19-08-2022 02:44,Mumbai,277,Illegal Possession,29,F,Knife,Other Crime,4,Yes,09-12-2022 23:00
23053,20-08-2022 14:00,18-08-2022 12:00,18-08-2022 19:56,Delhi,569,Fraud,37,F,Other,Other Crime,17,No,
23054,19-08-2022 08:00,18-08-2022 13:00,18-08-2022 20:32,Chennai,279,Burglary,73,M,Firearm,Other Crime,2,Yes,24-09-2022 08:00
23055,21-08-2022 08:00,18-08-2022 14:00,19-08-2022 07:12,Nagpur,451,Arson,25,F,Firearm,Fire Accident,8,Yes,17-10-2022 08:00
23056,21-08-2022 11:00,18-08-2022 15:00,19-08-2022 03:23,Delhi,578,Burglary,22,M,Blunt Object,Other Crime,1,No,
23057,19-08-2022 23:00,18-08-2022 16:00,19-08-2022 06:20,Hyderabad,163,Robbery,24,X,Poison,Violent Crime,4,No,
23058,20-08-2022 21:00,18-08-2022 17:00,18-08-2022 20:23,Nagpur,167,Shoplifting,64,F,Firearm,Other Crime,14,No,
23059,20-08-2022 16:00,18-08-2022 18:00,18-08-2022 20:07,Thane,248,Arson,59,F,Blunt Object,Fire Accident,17,No,
23060,20-08-2022 11:00,18-08-2022 19:00,19-08-2022 15:36,Indore,464,Vandalism,35,X,Firearm,Other Crime,6,No,
23061,19-08-2022 15:00,18-08-2022 20:00,19-08-2022 02:13,Kolkata,422,Vandalism,78,X,Other,Other Crime,15,No,
23062,21-08-2022 19:00,18-08-2022 21:00,19-08-2022 01:21,Patna,432,Extortion,31,M,None,Other Crime,12,Yes,11-12-2022 19:00
23063,20-08-2022 10:00,18-08-2022 22:00,19-08-2022 08:24,Lucknow,301,Counterfeiting,72,M,Firearm,Other Crime,6,No,
23064,21-08-2022 17:00,18-08-2022 23:00,19-08-2022 15:12,Bangalore,543,Public Intoxication,55,F,Knife,Other Crime,12,No,
23065,21-08-2022 10:00,19-08-2022 00:00,19-08-2022 01:14,Pune,304,Extortion,27,X,Blunt Object,Other Crime,10,No,
23066,20-08-2022 17:00,19-08-2022 01:00,19-08-2022 04:32,Visakhapatnam,275,Sexual Assault,76,F,None,Violent Crime,15,Yes,23-10-2023 17:00
23067,21-08-2022 04:00,19-08-2022 02:00,19-08-2022 17:07,Chennai,156,Extortion,11,F,Firearm,Other Crime,14,No,
23068,21-08-2022 04:00,19-08-2022 03:00,19-08-2022 11:17,Ghaziabad,587,Domestic Violence,33,X,Other,Violent Crime,2,Yes,10-08-2022 04:00
23069,19-08-2022 15:00,19-08-2022 04:00,19-08-2022 05:30,Mumbai,420,Homicide,67,F,Knife,Other Crime,12,No,
23070,20-08-2022 18:00,19-08-2022 05:00,19-08-2022 05:15,Surat,387,Public Intoxication,68,M,Explosives,Other Crime,5,No,
23071,21-08-2022 00:00,19-08-2022 06:00,20-08-2022 05:23,Nagpur,412,Kidnapping,69,X,Poison,Other Crime,12,Yes,10-06-2022 00:00
23072,19-08-2022 21:00,19-08-2022 07:00,19-08-2022 09:09,Pune,383,Vandalism,24,X,Explosives,Other Crime,19,Yes,29-08-2022 21:00
23073,21-08-2022 21:00,19-08-2022 08:00,19-08-2022 16:45,Hyderabad,430,Fraud,68,X,Poison,Other Crime,2,Yes,25-10-2022 21:00
23074,21-08-2022 01:00,19-08-2022 09:00,19-08-2022 16:17,Delhi,248,Homicide,54,M,Blunt Object,Other Crime,11,No,
23075,20-08-2022 14:00,19-08-2022 10:00,19-08-2022 20:48,Kolkata,330,Robbery,73,X,None,Violent Crime,5,No,
23076,21-08-2022 05:00,19-08-2022 11:00,20-08-2022 00:00,Surat,401,Shoplifting,29,X,Poison,Other Crime,9,Yes,15-11-2022 05:00
23077,21-08-2022 17:00,19-08-2022 12:00,20-08-2022 04:19,Delhi,471,Assault,62,M,Knife,Violent Crime,16,No,
23078,19-08-2022 20:00,19-08-2022 13:00,20-08-2022 10:22,Delhi,594,Vandalism,31,F,Knife,Other Crime,9,Yes,20-10-2022 20:00
23079,19-08-2022 18:00,19-08-2022 14:00,19-08-2022 19:47,Kalyan,574,Cybercrime,63,X,Firearm,Other Crime,18,No,
23080,21-08-2022 01:00,19-08-2022 15:00,20-08-2022 07:08,Mumbai,571,Extortion,70,F,Blunt Object,Other Crime,4,No,
23081,20-08-2022 13:00,19-08-2022 16:00,20-08-2022 01:51,Mumbai,506,Sexual Assault,75,F,Firearm,Violent Crime,3,Yes,07-08-2024 13:00
23082,21-08-2022 00:00,19-08-2022 17:00,19-08-2022 21:06,Bangalore,378,Public Intoxication,63,X,None,Other Crime,10,Yes,09-05-2022 00:00
23083,22-08-2022 16:00,19-08-2022 18:00,19-08-2022 20:45,Jaipur,236,Vehicle - Stolen,53,X,Other,Violent Crime,9,Yes,11-07-2022 16:00
23084,21-08-2022 02:00,19-08-2022 19:00,20-08-2022 04:33,Lucknow,507,Sexual Assault,10,F,Firearm,Violent Crime,15,Yes,03-04-2023 02:00
23085,22-08-2022 00:00,19-08-2022 20:00,20-08-2022 18:21,Kanpur,429,Cybercrime,58,X,Firearm,Other Crime,14,No,
23086,21-08-2022 20:00,19-08-2022 21:00,20-08-2022 08:55,Hyderabad,312,Arson,14,X,None,Fire Accident,5,No,
23087,20-08-2022 12:00,19-08-2022 22:00,20-08-2022 19:25,Delhi,419,Robbery,47,X,Knife,Violent Crime,9,Yes,10-02-2022 12:00
23088,21-08-2022 11:00,19-08-2022 23:00,20-08-2022 20:54,Kolkata,337,Domestic Violence,26,F,Other,Violent Crime,5,No,
23089,20-08-2022 20:00,20-08-2022 00:00,20-08-2022 23:04,Bangalore,325,Sexual Assault,42,M,Poison,Violent Crime,4,No,
23090,22-08-2022 15:00,20-08-2022 01:00,20-08-2022 03:19,Mumbai,489,Firearm Offense,27,F,Blunt Object,Fire Accident,14,Yes,10-02-2022 15:00
23091,21-08-2022 06:00,20-08-2022 02:00,20-08-2022 07:32,Delhi,362,Firearm Offense,73,F,Poison,Fire Accident,7,No,
23092,20-08-2022 21:00,20-08-2022 03:00,20-08-2022 05:24,Nagpur,252,Fraud,40,X,Knife,Other Crime,9,No,
23093,20-08-2022 21:00,20-08-2022 04:00,20-08-2022 14:58,Mumbai,326,Burglary,48,F,None,Other Crime,13,No,
23094,22-08-2022 16:00,20-08-2022 05:00,20-08-2022 22:26,Thane,199,Burglary,67,X,Other,Other Crime,3,Yes,27-09-2022 16:00
23095,22-08-2022 20:00,20-08-2022 06:00,20-08-2022 15:02,Delhi,389,Cybercrime,38,F,Firearm,Other Crime,1,No,
23096,20-08-2022 11:00,20-08-2022 07:00,20-08-2022 21:17,Patna,488,Arson,48,X,Poison,Fire Accident,6,Yes,09-02-2022 11:00
23097,22-08-2022 23:00,20-08-2022 08:00,20-08-2022 12:43,Kalyan,395,Domestic Violence,52,X,Firearm,Violent Crime,15,No,
23098,22-08-2022 01:00,20-08-2022 09:00,20-08-2022 18:08,Kanpur,151,Extortion,76,M,Firearm,Other Crime,14,No,
23099,22-08-2022 22:00,20-08-2022 10:00,20-08-2022 16:07,Mumbai,202,Cybercrime,30,M,Explosives,Other Crime,13,No,
23100,22-08-2022 22:00,20-08-2022 11:00,20-08-2022 18:35,Delhi,220,Firearm Offense,22,M,Explosives,Fire Accident,3,Yes,18-09-2022 22:00
23101,21-08-2022 19:00,20-08-2022 12:00,21-08-2022 11:18,Agra,301,Extortion,65,M,Other,Other Crime,7,Yes,10-07-2022 19:00
23102,22-08-2022 17:00,20-08-2022 13:00,21-08-2022 04:44,Chennai,542,Sexual Assault,71,M,Explosives,Violent Crime,14,Yes,20-08-2024 17:00
23103,21-08-2022 05:00,20-08-2022 14:00,20-08-2022 17:06,Faridabad,321,Fraud,35,M,Other,Other Crime,17,Yes,26-10-2022 05:00
23104,21-08-2022 12:00,20-08-2022 15:00,20-08-2022 23:49,Mumbai,197,Robbery,53,F,None,Violent Crime,17,No,
23105,22-08-2022 08:00,20-08-2022 16:00,21-08-2022 10:16,Bangalore,230,Kidnapping,14,F,Other,Other Crime,15,No,
23106,21-08-2022 05:00,20-08-2022 17:00,21-08-2022 12:31,Indore,381,Vandalism,50,M,Other,Other Crime,12,No,
23107,21-08-2022 01:00,20-08-2022 18:00,20-08-2022 20:36,Bangalore,275,Fraud,74,F,Poison,Other Crime,9,Yes,20-10-2022 01:00
23108,22-08-2022 18:00,20-08-2022 19:00,21-08-2022 02:28,Delhi,535,Drug Offense,48,X,Firearm,Other Crime,14,No,
23109,22-08-2022 05:00,20-08-2022 20:00,21-08-2022 19:34,Mumbai,138,Identity Theft,55,M,None,Violent Crime,4,No,
23110,22-08-2022 12:00,20-08-2022 21:00,21-08-2022 04:25,Delhi,503,Vehicle - Stolen,12,M,Explosives,Violent Crime,18,No,
23111,22-08-2022 12:00,20-08-2022 22:00,21-08-2022 15:54,Meerut,126,Illegal Possession,18,X,Firearm,Other Crime,19,No,
23112,22-08-2022 23:00,20-08-2022 23:00,21-08-2022 22:25,Meerut,310,Fraud,67,M,Explosives,Other Crime,1,Yes,11-07-2022 23:00
23113,22-08-2022 12:00,21-08-2022 00:00,21-08-2022 18:32,Delhi,347,Extortion,69,F,Poison,Other Crime,2,Yes,10-06-2022 12:00
23114,23-08-2022 12:00,21-08-2022 01:00,21-08-2022 11:27,Jaipur,302,Cybercrime,67,M,Poison,Other Crime,5,No,
23115,24-08-2022 00:00,21-08-2022 02:00,21-08-2022 13:24,Chennai,328,Counterfeiting,47,F,Blunt Object,Other Crime,11,Yes,11-11-2022 00:00
23116,21-08-2022 07:00,21-08-2022 03:00,21-08-2022 03:42,Surat,120,Drug Offense,74,X,None,Other Crime,6,No,
23117,23-08-2022 19:00,21-08-2022 04:00,21-08-2022 13:52,Kolkata,556,Fraud,26,X,Firearm,Other Crime,2,Yes,15-10-2022 19:00
23118,22-08-2022 15:00,21-08-2022 05:00,21-08-2022 08:24,Mumbai,550,Vandalism,64,M,Firearm,Other Crime,2,Yes,10-09-2022 15:00
23119,23-08-2022 08:00,21-08-2022 06:00,21-08-2022 20:30,Lucknow,164,Traffic Violation,29,X,Knife,Traffic Fatality,8,No,
23120,22-08-2022 16:00,21-08-2022 07:00,21-08-2022 14:06,Kolkata,503,Cybercrime,43,M,Poison,Other Crime,12,Yes,15-10-2022 16:00
23121,24-08-2022 04:00,21-08-2022 08:00,21-08-2022 08:12,Agra,179,Arson,53,M,Knife,Fire Accident,11,No,
23122,21-08-2022 10:00,21-08-2022 09:00,21-08-2022 11:36,Indore,398,Homicide,39,X,Firearm,Other Crime,14,Yes,18-02-2023 10:00
23123,24-08-2022 08:00,21-08-2022 10:00,22-08-2022 02:52,Hyderabad,154,Fraud,21,X,Other,Other Crime,18,Yes,13-11-2022 08:00
23124,21-08-2022 17:00,21-08-2022 11:00,21-08-2022 15:03,Lucknow,167,Traffic Violation,27,M,Knife,Traffic Fatality,19,Yes,30-08-2022 17:00
23125,22-08-2022 22:00,21-08-2022 12:00,22-08-2022 07:47,Delhi,390,Traffic Violation,75,X,Explosives,Traffic Fatality,16,Yes,30-08-2022 22:00
23126,22-08-2022 02:00,21-08-2022 13:00,22-08-2022 03:43,Nagpur,594,Counterfeiting,39,X,Explosives,Other Crime,5,No,
23127,24-08-2022 05:00,21-08-2022 14:00,22-08-2022 05:10,Vasai,346,Arson,17,X,Poison,Fire Accident,14,No,
23128,22-08-2022 16:00,21-08-2022 15:00,22-08-2022 13:54,Delhi,367,Homicide,79,X,Knife,Other Crime,1,No,
23129,23-08-2022 16:00,21-08-2022 16:00,22-08-2022 10:30,Jaipur,185,Cybercrime,46,F,Knife,Other Crime,8,No,
23130,22-08-2022 02:00,21-08-2022 17:00,22-08-2022 12:15,Jaipur,281,Public Intoxication,24,F,None,Other Crime,11,Yes,13-09-2022 02:00
23131,23-08-2022 08:00,21-08-2022 18:00,22-08-2022 04:16,Bangalore,242,Public Intoxication,68,F,Poison,Other Crime,3,Yes,27-08-2022 08:00
23132,22-08-2022 13:00,21-08-2022 19:00,22-08-2022 16:36,Indore,433,Extortion,29,F,Poison,Other Crime,14,Yes,09-06-2022 13:00
23133,23-08-2022 21:00,21-08-2022 20:00,22-08-2022 11:43,Bhopal,440,Shoplifting,57,X,Blunt Object,Other Crime,9,No,
23134,24-08-2022 00:00,21-08-2022 21:00,22-08-2022 18:32,Surat,211,Assault,19,M,Firearm,Violent Crime,16,No,
23135,22-08-2022 01:00,21-08-2022 22:00,22-08-2022 07:45,Bangalore,448,Vehicle - Stolen,66,X,Other,Violent Crime,16,Yes,15-10-2022 01:00
23136,24-08-2022 16:00,21-08-2022 23:00,22-08-2022 16:31,Chennai,363,Illegal Possession,10,F,Firearm,Other Crime,3,Yes,20-10-2022 16:00
23137,24-08-2022 11:00,22-08-2022 00:00,22-08-2022 17:23,Kanpur,294,Kidnapping,21,X,Knife,Other Crime,3,Yes,11-01-2022 11:00
23138,24-08-2022 12:00,22-08-2022 01:00,22-08-2022 10:33,Bangalore,159,Traffic Violation,15,M,Explosives,Traffic Fatality,8,No,
23139,23-08-2022 07:00,22-08-2022 02:00,22-08-2022 18:29,Mumbai,239,Domestic Violence,39,X,Other,Violent Crime,6,No,
23140,23-08-2022 04:00,22-08-2022 03:00,22-08-2022 07:48,Pune,295,Burglary,54,M,None,Other Crime,9,No,
23141,22-08-2022 13:00,22-08-2022 04:00,23-08-2022 03:45,Nagpur,588,Domestic Violence,17,X,Knife,Violent Crime,9,No,
23142,22-08-2022 21:00,22-08-2022 05:00,23-08-2022 01:41,Delhi,384,Sexual Assault,77,X,Other,Violent Crime,19,No,
23143,23-08-2022 11:00,22-08-2022 06:00,22-08-2022 15:37,Jaipur,273,Homicide,77,F,Firearm,Other Crime,7,Yes,31-07-2024 11:00
23144,24-08-2022 07:00,22-08-2022 07:00,23-08-2022 00:18,Nashik,217,Kidnapping,43,M,Blunt Object,Other Crime,5,No,
23145,23-08-2022 08:00,22-08-2022 08:00,22-08-2022 23:41,Hyderabad,198,Kidnapping,19,X,None,Other Crime,16,No,
23146,24-08-2022 07:00,22-08-2022 09:00,22-08-2022 09:28,Chennai,597,Extortion,28,M,Blunt Object,Other Crime,7,Yes,18-09-2022 07:00
23147,25-08-2022 00:00,22-08-2022 10:00,23-08-2022 07:10,Bangalore,120,Burglary,62,F,Poison,Other Crime,10,Yes,11-04-2022 00:00
23148,23-08-2022 10:00,22-08-2022 11:00,23-08-2022 00:05,Bangalore,253,Vandalism,13,F,Other,Other Crime,11,Yes,16-10-2022 10:00
23149,24-08-2022 04:00,22-08-2022 12:00,23-08-2022 03:46,Kolkata,117,Burglary,40,M,Blunt Object,Other Crime,4,Yes,20-12-2022 04:00
23150,24-08-2022 05:00,22-08-2022 13:00,22-08-2022 18:31,Kolkata,104,Assault,23,X,Knife,Violent Crime,19,No,
23151,23-08-2022 11:00,22-08-2022 14:00,22-08-2022 18:06,Chennai,244,Domestic Violence,11,X,Firearm,Violent Crime,12,No,
23152,23-08-2022 17:00,22-08-2022 15:00,22-08-2022 16:05,Pune,206,Domestic Violence,53,X,None,Violent Crime,18,No,
23153,23-08-2022 14:00,22-08-2022 16:00,23-08-2022 09:40,Thane,311,Homicide,44,X,Poison,Other Crime,10,Yes,15-02-2024 14:00
23154,24-08-2022 19:00,22-08-2022 17:00,23-08-2022 09:06,Jaipur,301,Homicide,73,X,Blunt Object,Other Crime,16,No,
23155,24-08-2022 03:00,22-08-2022 18:00,23-08-2022 14:04,Kolkata,187,Cybercrime,27,M,Knife,Other Crime,6,Yes,14-09-2022 03:00
23156,24-08-2022 15:00,22-08-2022 19:00,22-08-2022 19:11,Hyderabad,521,Vehicle - Stolen,40,X,Other,Violent Crime,13,No,
23157,25-08-2022 17:00,22-08-2022 20:00,23-08-2022 03:06,Thane,578,Public Intoxication,64,M,None,Other Crime,1,Yes,30-08-2022 17:00
23158,25-08-2022 04:00,22-08-2022 21:00,23-08-2022 18:42,Delhi,330,Traffic Violation,57,F,None,Traffic Fatality,5,No,
23159,23-08-2022 18:00,22-08-2022 22:00,23-08-2022 05:31,Kalyan,569,Vehicle - Stolen,32,M,Blunt Object,Violent Crime,9,Yes,20-09-2022 18:00
23160,24-08-2022 22:00,22-08-2022 23:00,23-08-2022 16:10,Ludhiana,338,Traffic Violation,63,X,None,Traffic Fatality,6,No,
23161,23-08-2022 09:00,23-08-2022 00:00,23-08-2022 06:16,Delhi,484,Public Intoxication,45,X,Knife,Other Crime,15,No,
23162,24-08-2022 02:00,23-08-2022 01:00,23-08-2022 23:11,Kolkata,566,Vandalism,43,F,Poison,Other Crime,15,Yes,18-11-2022 02:00
23163,23-08-2022 14:00,23-08-2022 02:00,23-08-2022 16:49,Mumbai,263,Assault,75,M,Poison,Violent Crime,13,Yes,22-10-2022 14:00
23164,24-08-2022 04:00,23-08-2022 03:00,23-08-2022 03:00,Surat,412,Kidnapping,29,F,None,Other Crime,3,No,
23165,25-08-2022 06:00,23-08-2022 04:00,23-08-2022 12:41,Pune,312,Burglary,56,F,Firearm,Other Crime,7,No,
23166,25-08-2022 11:00,23-08-2022 05:00,23-08-2022 13:46,Bhopal,302,Traffic Violation,57,F,None,Traffic Fatality,10,No,
23167,26-08-2022 04:00,23-08-2022 06:00,23-08-2022 13:11,Kolkata,241,Sexual Assault,75,F,None,Violent Crime,10,Yes,01-03-2024 04:00
23168,26-08-2022 01:00,23-08-2022 07:00,24-08-2022 04:00,Delhi,372,Public Intoxication,15,M,Blunt Object,Other Crime,16,No,
23169,26-08-2022 05:00,23-08-2022 08:00,24-08-2022 06:11,Hyderabad,154,Identity Theft,24,M,Blunt Object,Violent Crime,1,Yes,10-01-2022 05:00
23170,24-08-2022 15:00,23-08-2022 09:00,24-08-2022 05:22,Pune,363,Fraud,27,X,Firearm,Other Crime,11,No,
23171,26-08-2022 07:00,23-08-2022 10:00,24-08-2022 01:42,Delhi,422,Counterfeiting,51,M,None,Other Crime,7,Yes,27-10-2022 07:00
23172,24-08-2022 15:00,23-08-2022 11:00,24-08-2022 08:18,Pune,435,Extortion,14,M,Poison,Other Crime,15,No,
23173,24-08-2022 05:00,23-08-2022 12:00,23-08-2022 18:21,Ahmedabad,332,Drug Offense,63,F,Poison,Other Crime,10,No,
23174,24-08-2022 08:00,23-08-2022 13:00,23-08-2022 17:53,Chennai,116,Firearm Offense,22,X,Blunt Object,Fire Accident,4,No,
23175,25-08-2022 11:00,23-08-2022 14:00,24-08-2022 01:14,Delhi,372,Kidnapping,50,M,None,Other Crime,13,Yes,10-10-2022 11:00
23176,25-08-2022 04:00,23-08-2022 15:00,24-08-2022 14:28,Kolkata,359,Vandalism,55,F,None,Other Crime,2,No,
23177,25-08-2022 12:00,23-08-2022 16:00,24-08-2022 09:27,Bangalore,563,Shoplifting,47,X,Poison,Other Crime,13,Yes,11-08-2022 12:00
23178,26-08-2022 02:00,23-08-2022 17:00,24-08-2022 03:11,Delhi,457,Robbery,74,M,Other,Violent Crime,10,Yes,28-09-2022 02:00
23179,26-08-2022 15:00,23-08-2022 18:00,24-08-2022 12:15,Hyderabad,313,Burglary,13,X,Blunt Object,Other Crime,1,Yes,22-11-2022 15:00
23180,25-08-2022 20:00,23-08-2022 19:00,24-08-2022 04:49,Patna,518,Vandalism,42,M,Poison,Other Crime,3,Yes,21-11-2022 20:00
23181,25-08-2022 23:00,23-08-2022 20:00,24-08-2022 01:48,Delhi,280,Homicide,60,M,Other,Other Crime,12,No,
23182,23-08-2022 23:00,23-08-2022 21:00,24-08-2022 02:13,Ghaziabad,313,Sexual Assault,34,X,Blunt Object,Violent Crime,9,Yes,15-03-2024 23:00
23183,26-08-2022 17:00,23-08-2022 22:00,24-08-2022 07:20,Ahmedabad,559,Fraud,71,X,Blunt Object,Other Crime,16,Yes,16-10-2022 17:00
23184,25-08-2022 05:00,23-08-2022 23:00,24-08-2022 00:17,Indore,395,Arson,64,M,None,Fire Accident,11,No,
23185,25-08-2022 19:00,24-08-2022 00:00,24-08-2022 23:12,Thane,341,Extortion,71,M,None,Other Crime,2,No,
23186,25-08-2022 21:00,24-08-2022 01:00,24-08-2022 15:06,Delhi,242,Drug Offense,68,X,Poison,Other Crime,4,No,
23187,25-08-2022 07:00,24-08-2022 02:00,24-08-2022 04:36,Kalyan,202,Drug Offense,73,X,Poison,Other Crime,15,No,
23188,26-08-2022 18:00,24-08-2022 03:00,24-08-2022 21:10,Hyderabad,530,Kidnapping,53,F,Other,Other Crime,16,Yes,16-11-2022 18:00
23189,25-08-2022 18:00,24-08-2022 04:00,24-08-2022 10:53,Kolkata,299,Shoplifting,72,M,Knife,Other Crime,10,Yes,25-09-2022 18:00
23190,26-08-2022 03:00,24-08-2022 05:00,24-08-2022 19:40,Bangalore,113,Burglary,14,F,Explosives,Other Crime,12,Yes,13-02-2023 03:00
23191,25-08-2022 23:00,24-08-2022 06:00,24-08-2022 18:00,Bangalore,195,Public Intoxication,72,M,Knife,Other Crime,18,No,
23192,25-08-2022 06:00,24-08-2022 07:00,25-08-2022 01:36,Jaipur,535,Domestic Violence,14,M,Poison,Violent Crime,19,No,
23193,26-08-2022 19:00,24-08-2022 08:00,24-08-2022 10:35,Bangalore,246,Drug Offense,14,F,None,Other Crime,13,Yes,09-03-2022 19:00
23194,24-08-2022 10:00,24-08-2022 09:00,24-08-2022 18:59,Ahmedabad,480,Counterfeiting,10,X,None,Other Crime,7,No,
23195,27-08-2022 00:00,24-08-2022 10:00,24-08-2022 10:47,Delhi,581,Kidnapping,63,X,Other,Other Crime,10,Yes,24-09-2022 00:00
23196,27-08-2022 01:00,24-08-2022 11:00,24-08-2022 14:05,Kolkata,297,Illegal Possession,60,X,Poison,Other Crime,14,No,
23197,25-08-2022 23:00,24-08-2022 12:00,24-08-2022 12:22,Delhi,575,Sexual Assault,26,X,Blunt Object,Violent Crime,17,Yes,25-12-2023 23:00
23198,27-08-2022 06:00,24-08-2022 13:00,24-08-2022 22:17,Bangalore,123,Cybercrime,56,X,None,Other Crime,13,Yes,10-01-2022 06:00
23199,26-08-2022 23:00,24-08-2022 14:00,25-08-2022 03:11,Vasai,457,Fraud,28,X,Firearm,Other Crime,3,No,
23200,25-08-2022 10:00,24-08-2022 15:00,24-08-2022 22:09,Pune,577,Identity Theft,50,F,Poison,Violent Crime,17,No,
